,name,gene_reaction_rule,subunit_num,subunit_mw
THRtex_reverse_num2,L-threonine transport via diffusion (extracellular to periplasm),b0241,3,38.922
THRtex_reverse_num3,L-threonine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
THRtex_reverse_num4,L-threonine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
THMDtex_reverse_num1,Thymidine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
THMDtex_reverse_num2,Thymidine transport via diffusion (extracellular to periplasm),b0241,3,38.922
THMDtex_reverse_num3,Thymidine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
THMDtex_reverse_num4,Thymidine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
METDtex_reverse_num1,D-methionine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
METDtex_reverse_num2,D-methionine transport via diffusion (extracellular to periplasm),b0241,3,38.922
METDtex_reverse_num3,D-methionine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
METDtex_reverse_num4,D-methionine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
METtex_reverse_num1,L-methionine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
METtex_reverse_num2,L-methionine transport via diffusion (extracellular to periplasm),b0241,3,38.922
METtex_reverse_num3,L-methionine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
METtex_reverse_num4,L-methionine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MNLtex_reverse_num1,Mannitol transport via diffusion (extracellular to periplasm),b0241,3,38.922
MNLtex_reverse_num2,Mannitol transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MNLtex_reverse_num3,Mannitol transport via diffusion (extracellular to periplasm),b2215,3,40.36812
MNLtex_reverse_num4,Mannitol transport via diffusion (extracellular to periplasm),b0929,3 ,39.33331
NAtex_reverse_num1,Sodium transport via diffusion (extracellular to periplasm),b1377,1,41.21985
NAtex_reverse_num2,Sodium transport via diffusion (extracellular to periplasm),b0241,3,38.922
NAtex_reverse_num3,Sodium transport via diffusion (extracellular to periplasm),b0929,3,39.33331
NAtex_reverse_num4,Sodium transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
NACtex_reverse_num1,Nicotinic acid transport via diffusion (extracellular to periplasm),b1377,1,41.21985
NACtex_reverse_num2,Nicotinic acid transport via diffusion (extracellular to periplasm),b0241,3,38.922
NACtex_reverse_num3,Nicotinic acid transport via diffusion (extracellular to periplasm),b0929,3,39.33331
NACtex_reverse_num4,Nicotinic acid transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
NH4tex_reverse_num1,Ammonia transport via diffusion (extracellular to periplasm),b0241,3,38.922
NH4tex_reverse_num2,Ammonia transport via diffusion (extracellular to periplasm),b1377,1,41.21985
NH4tex_reverse_num3,Ammonia transport via diffusion (extracellular to periplasm),b2215,3,40.36812
NH4tex_reverse_num4,Ammonia transport via diffusion (extracellular to periplasm),b0929,3 ,39.33331
BUTtex_reverse_num1,Butyrate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
BUTtex_reverse_num2,Butyrate transport via diffusion (extracellular to periplasm),b0241,3,38.922
BUTtex_reverse_num3,Butyrate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
BUTtex_reverse_num4,Butyrate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CHLtex_reverse_num1,Choline transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CHLtex_reverse_num2,Choline transport via diffusion (extracellular to periplasm),b0241,3,38.922
CHLtex_reverse_num3,Choline transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CHLtex_reverse_num4,Choline transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CO2tex_reverse_num1,CO2 transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CO2tex_reverse_num2,CO2 transport via diffusion (extracellular to periplasm),b0241,3,38.922
CO2tex_reverse_num3,CO2 transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CO2tex_reverse_num4,CO2 transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CRNtex_reverse_num1,L-carnitine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CRNtex_reverse_num2,L-carnitine transport via diffusion (extracellular to periplasm),b0241,3,38.922
CRNtex_reverse_num3,L-carnitine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CRNtex_reverse_num4,L-carnitine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DINStex_reverse_num1,Deoxyinosine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DINStex_reverse_num2,Deoxyinosine transport via diffusion (extracellular to periplasm),b0241,3,38.922
DINStex_reverse_num3,Deoxyinosine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DINStex_reverse_num4,Deoxyinosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DMStex_reverse_num1,Dimethyl sulfide transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DMStex_reverse_num2,Dimethyl sulfide transport via diffusion (extracellular to periplasm),b0241,3,38.922
DMStex_reverse_num3,Dimethyl sulfide transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DMStex_reverse_num4,Dimethyl sulfide transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CSNtex_reverse_num1,Cytosine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CSNtex_reverse_num2,Cytosine transport via diffusion (extracellular to periplasm),b0241,3,38.922
CSNtex_reverse_num3,Cytosine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CSNtex_reverse_num4,Cytosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CYNTtex_reverse_num1,Cyanate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CYNTtex_reverse_num2,Cyanate transport via diffusion (extracellular to periplasm),b2215,3,40.36812
CYNTtex_reverse_num3,Cyanate transport via diffusion (extracellular to periplasm),b0241,3,38.922
CYNTtex_reverse_num4,Cyanate transport via diffusion (extracellular to periplasm),b1377,1 ,41.21985
CYStex_reverse_num1,L-cysteine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CYStex_reverse_num2,L-cysteine transport via diffusion (extracellular to periplasm),b0241,3,38.922
CYStex_reverse_num3,L-cysteine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CYStex_reverse_num4,L-cysteine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
CYTDtex_reverse_num1,Cytidine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
CYTDtex_reverse_num2,Cytidine transport via diffusion (extracellular to periplasm),b0241,3,38.922
CYTDtex_reverse_num3,Cytidine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
CYTDtex_reverse_num4,Cytidine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DCAtex_reverse_num1,Decanoate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DCAtex_reverse_num2,Decanoate transport via diffusion (extracellular to periplasm),b0241,3,38.922
DCAtex_reverse_num3,Decanoate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DCAtex_reverse_num4,Decanoate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DCYTtex_reverse,Deoxycytidine transport via diffusion (extracellular to periplasm),b0411,1,33.58902
DGSNtex_reverse_num1,Deoxyguanosine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DGSNtex_reverse_num2,Deoxyguanosine transport via diffusion (extracellular to periplasm),b0241,3,38.922
DGSNtex_reverse_num3,Deoxyguanosine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DGSNtex_reverse_num4,Deoxyguanosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
LCTStex_reverse_num1,Lactose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
LCTStex_reverse_num2,Lactose transport via diffusion (extracellular to periplasm),b0241,3,38.922
LCTStex_reverse_num3,Lactose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
LCTStex_reverse_num4,Lactose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
LEUtex_reverse_num1,L-leucine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
LEUtex_reverse_num2,L-leucine transport via diffusion (extracellular to periplasm),b0241,3,38.922
LEUtex_reverse_num3,L-leucine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
LEUtex_reverse_num4,L-leucine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
LYStex_reverse_num1,L-lysine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
LYStex_reverse_num2,L-lysine transport via diffusion (extracellular to periplasm),b0241,3,38.922
LYStex_reverse_num3,L-lysine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
LYStex_reverse_num4,L-lysine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
LYXtex_reverse_num1,L-Lyxose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
LYXtex_reverse_num2,L-Lyxose transport via diffusion (extracellular to periplasm),b0241,3,38.922
LYXtex_reverse_num3,L-Lyxose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
LYXtex_reverse_num4,L-Lyxose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MANtex_reverse_num1,D-mannose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MANtex_reverse_num2,D-mannose transport via diffusion (extracellular to periplasm),b0241,3,38.922
MANtex_reverse_num3,D-mannose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MANtex_reverse_num4,D-mannose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MAN6Ptex_reverse_num1,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MAN6Ptex_reverse_num2,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),b2215,3,40.36812
MAN6Ptex_reverse_num3,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),b0241,3,38.922
MAN6Ptex_reverse_num4,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),b1377,1 ,41.21985
MELIBtex_reverse_num1,Melibiose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
MELIBtex_reverse_num2,Melibiose transport via diffusion (extracellular to periplasm),b0241,3,38.922
MELIBtex_reverse_num3,Melibiose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
MELIBtex_reverse_num4,Melibiose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DMSOtex_reverse_num1,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),b1377,1,41.21985
DMSOtex_reverse_num2,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),b0241,3,38.922
DMSOtex_reverse_num3,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),b0929,3,39.33331
DMSOtex_reverse_num4,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
DURItex_reverse,Deoxyuridine transport via diffusion (extracellular to periplasm),b0411,1,33.58902
FRUtex_reverse_num1,D-fructose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
FRUtex_reverse_num2,D-fructose transport via diffusion (extracellular to periplasm),b0241,3,38.922
FRUtex_reverse_num3,D-fructose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
FRUtex_reverse_num4,D-fructose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
FUCtex_reverse_num1,L-fucose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
FUCtex_reverse_num2,L-fucose transport via diffusion (extracellular to periplasm),b0241,3,38.922
FUCtex_reverse_num3,L-fucose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
FUCtex_reverse_num4,L-fucose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
FUMtex_reverse_num1,Fumarate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
FUMtex_reverse_num2,Fumarate transport via diffusion (extracellular to periplasm),b0241,3,38.922
FUMtex_reverse_num3,Fumarate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
FUMtex_reverse_num4,Fumarate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ACACT5r_reverse_num1,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),b3845,2,40.8762
ACACT5r_reverse_num2,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),b2342,1 ,46.5305
FE2tex_reverse_num1,Iron (II) transport via diffusion (extracellular to periplasm),b0241,3,38.922
FE2tex_reverse_num2,Iron (II) transport via diffusion (extracellular to periplasm),b1377,1,41.21985
FE2tex_reverse_num3,Iron (II) transport via diffusion (extracellular to periplasm),b2215,3,40.36812
FE2tex_reverse_num4,Iron (II) transport via diffusion (extracellular to periplasm),b0929,3 ,39.33331
NMNtex_reverse_num1,NMN transport via diffusion (extracellular to periplasm),b1377,1,41.21985
NMNtex_reverse_num2,NMN transport via diffusion (extracellular to periplasm),b0241,3,38.922
NMNtex_reverse_num3,NMN transport via diffusion (extracellular to periplasm),b0929,3,39.33331
NMNtex_reverse_num4,NMN transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
NO2tex_reverse_num1,Nitrite transport via diffusion (extracellular to periplasm),b1377,1,41.21985
NO2tex_reverse_num2,Nitrite transport via diffusion (extracellular to periplasm),b0241,3,38.922
NO2tex_reverse_num3,Nitrite transport via diffusion (extracellular to periplasm),b0929,3,39.33331
NO2tex_reverse_num4,Nitrite transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
MTHFC_reverse,Methenyltetrahydrofolate cyclohydrolase,b0529,2,31.04375
MTHFD_reverse,Methylenetetrahydrofolate dehydrogenase (NADP),b0529,2,31.04375
BUTt2rpp_reverse,"Butyrate transport via proton symport, reversible (periplasm)",b2223,1,47.52771
GDPtex_reverse_num1,GDP transport via diffusion (extracellular to periplasm),b2215,3,40.36812
GDPtex_reverse_num2,GDP transport via diffusion (extracellular to periplasm),b0929,3,39.33331
GDPtex_reverse_num3,GDP transport via diffusion (extracellular to periplasm),b1377,1,41.21985
GDPtex_reverse_num4,GDP transport via diffusion (extracellular to periplasm),b0241,3 ,38.922
TMAtex_reverse_num1,Trimethylamine transport via diffusion (extracellular to periplasm),b1377,1,41.21985
TMAtex_reverse_num2,Trimethylamine transport via diffusion (extracellular to periplasm),b0241,3,38.922
TMAtex_reverse_num3,Trimethylamine transport via diffusion (extracellular to periplasm),b0929,3,39.33331
TMAtex_reverse_num4,Trimethylamine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
TMAOtex_reverse_num1,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b1377,1,41.21985
TMAOtex_reverse_num2,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b0241,3,38.922
TMAOtex_reverse_num3,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b0929,3,39.33331
TMAOtex_reverse_num4,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
TREtex_reverse_num1,Trehalose transport via diffusion (extracellular to periplasm),b1377,1,41.21985
TREtex_reverse_num2,Trehalose transport via diffusion (extracellular to periplasm),b0241,3,38.922
TREtex_reverse_num3,Trehalose transport via diffusion (extracellular to periplasm),b0929,3,39.33331
TREtex_reverse_num4,Trehalose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
ACACT6r_reverse_num1,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),b2342,1,46.5305
ACACT6r_reverse_num2,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),b3845,2 ,40.8762
TRPtex_reverse_num1,L-tryptophan transport via diffusion (extracellular to periplasm),b1377,1,41.21985
TRPtex_reverse_num2,L-tryptophan transport via diffusion (extracellular to periplasm),b0241,3,38.922
TRPtex_reverse_num3,L-tryptophan transport via diffusion (extracellular to periplasm),b0929,3,39.33331
TRPtex_reverse_num4,L-tryptophan transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
TSULtex_reverse_num1,Thiosulfate transport via diffusion (extracellular to periplasm),b1377,1,41.21985
TSULtex_reverse_num2,Thiosulfate transport via diffusion (extracellular to periplasm),b0241,3,38.922
TSULtex_reverse_num3,Thiosulfate transport via diffusion (extracellular to periplasm),b0929,3,39.33331
TSULtex_reverse_num4,Thiosulfate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36812
