,name,gene_reaction_rule,subunit_num
UREAtex_reverse,Urea transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
URItex_reverse,Uridine transport via diffusion (extracellular to periplasm),b0411,1
VALtex_reverse,L-valine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
XANtex_reverse,Xanthine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
XYLtex_reverse,D-xylose transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ABUTtex_reverse,4-aminobutyrate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GGGABADr_reverse,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,b1300,1
MALTATr_reverse,Maltose O-acetyltransferase,b0459,3
23CAMPtex_reverse,23cAMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
23CCMPtex_reverse,23cCMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
23CUMPtex_reverse,23cUMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
23CGMPtex_reverse,23cGMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
3AMPtex_reverse,3AMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
3CMPtex_reverse,3CMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ALAGLUE_reverse,L-alanyl-gamma-glutamate epimerase,b1325,1
ETHSO3tex_reverse,Ethanesulfonate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
BUTSO3tex_reverse,Butanesulfonate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
LIPOtex_reverse,Lipoate transport via diffusion (extracellular to periplasm),b0929 or b1377 or b2215 or b0241,3 or 1 or 3 or 3 
GALBDtex_reverse,Beta D-galactose transport via diffusion (extracellular to periplasm),b0929 or b2215 or b0241 or b1377,3 or 3 or 3 or 1 
SULFACtex_reverse,Sulfoaceate transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
NOtex_reverse,Nitric oxide transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
N2Otex_reverse,Nitrious oxide transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CRNt2rpp_reverse,L-carnitine outward transport (H+ antiport),b4111,2
CRNDt2rpp_reverse,D-carnitine outward transport (H+ antiport),b4111,2
CTBTt2rpp_reverse,Cronobetaine outward transport (H+ antiport),b4111,2
PEAMNtex_reverse,Phenethylamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
PACALDtex_reverse,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CYANtex_reverse,Cyanide transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
SO3tex_reverse,Sulfite transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
TCYNTtex_reverse,Thiocyanate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
METSOX1tex_reverse,L-methionine S-oxide diffusion (extracellular),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
METSOX2tex_reverse,L-methionine R-oxide diffusion (extracellular),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
3UMPtex_reverse,3UMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
3GMPtex_reverse,3GMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DOPAtex_reverse,Dopamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
4HOXPACDtex_reverse,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ETHAtex_reverse,Ethanolamine transport via diffusion (extracellular),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
G3PStex_reverse,Glycerophosphserine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ACGAL1Ptex_reverse,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ACGALtex_reverse,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GLCUR1Ptex_reverse,D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UDPGLCURtex_reverse,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ISETACtex_reverse,Isethionate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UDPGtex_reverse,UDPglucose transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UDPGALtex_reverse,UDPgalactose transport via diffusion (extracellular to periplasm),b2215 or b0929 or b1377 or b0241,3 or 3 or 1 or 3 
ACGAM1Ptex_reverse,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UACGAMtex_reverse,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UDPACGALtex_reverse,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CBLAT_reverse,Cob(I)alamin adenosyltransferase,b1270,1
MSO3tex_reverse,Methanesulfonate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ARABDI_reverse,L-fucose isomerase,b2802,6
GLYC2Ptex_reverse,Glycerol-2-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
PSERtex_reverse,Phospho-L-serine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
R5Ptex_reverse,Ribose 5-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
THRPtex_reverse,Phospho-L-threonine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
TYRPtex_reverse,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CITtex_reverse,Citrate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ACGAtex_reverse,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
IDONt2rpp_reverse,"L-idonate transport via proton symport, reversible (periplasm)",b4265,1
G6Ptex_reverse,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MOBDtex_reverse,Molybdate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
NI2tex_reverse,Nickel transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
L_LACt2rpp_reverse,L-lactate reversible transport via proton symport (periplasm),b3603 or b2975,1 or 1 
NH4tpp_reverse,Ammonia reversible transport (periplasm),b0451,3
NO2t2rpp_reverse,"Nitrite transport in via proton symport, reversible (periplasm)",b1223 or b3367,1 or 1 
FRULYSDG_reverse,Fructoselysine phosphate deglycase,b3371,12
PROt2rpp_reverse,L-proline reversible transport via proton symport (periplasm),b4111 or b0402,2 or 1 
H2O2tex_reverse,Hydrogen peroxide transport via diffusion (external),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ALLPI_reverse,Allose 6-phosphate isomerase,b4090,2
ALLULPE_reverse,Allulose 6-phosphate epimerase,b4085,1
ADEtex_reverse,Adenine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ADNtex_reverse,Adenosine transport via diffusion (extracellular to periplasm),b0411,1
AGMtex_reverse,Agmatine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ALAtex_reverse,L-alanine transport via diffusion (extracellular to periplasm),b2215 or b0241 or b1377 or b0929,3 or 3 or 1 or 3 
BALAtex_reverse,Beta-alanine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DALAtex_reverse,D-Alanine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
AMPtex_reverse,AMP transport via diffusion (extracellular to periplasm),b0929 or b2215 or b0241 or b1377,3 or 3 or 3 or 1 
ARBtex_reverse,L-arabinose transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ARGtex_reverse,L-arginine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ASCBtex_reverse,L-ascorbate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MMETtex_reverse,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
FE3tex_reverse,Iron (III) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MG2tex_reverse,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
Zn2tex_reverse,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CD2tex_reverse,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GLUABUTt7pp_reverse,4-aminobutyrate/glutamate antiport (periplasm),b1492,1
GLUt2rpp_reverse,"L-glutamate transport via proton symport, reversible (periplasm)",b4077,1
GLYALDtpp_reverse,Glyceraldehyde facilitated diffusion (periplasm),b3927,4
DHPTPE_reverse,Dihydroneopterin triphosphate 2'-epimerase,b2303,8
ASO3tex_reverse,Arsenite transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MANGLYCtex_reverse,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
FRUURt2rpp_reverse,"D-fructuronate transport via proton symport, reversible (periplasm)",b4321,1
FRUURtex_reverse,D-fructuronate transport via diffusion (extracellular),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GLYCAt2rpp_reverse,"D-glycerate transport via proton symport, reversible (periplasm)",b3127 or b2789,1 or 1 
GLYCAtex_reverse,D-glycerate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
FALDH2_reverse,Formaldehyde dehydrogenase,b0356,2
GLYCtpp_reverse,Glycerol transport via channel (periplasm),b3927,4
H2Otpp_reverse,H2O transport via diffusion (periplasm),b0875,4
HCINNMt2rpp_reverse,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",b0353,1
HISt2rpp_reverse,L-histidine reversible transport via proton symport (periplasm),b0112,1
CBIAT_reverse,Cobinamide adenyltransferase,b1270,1
COBALT2tex_reverse,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DIMPtex_reverse,DIMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GALURt2rpp_reverse,"D-galacturonate transport via proton symport, reversible (periplasm)",b3093,1
GLCNt2rpp_reverse,"D-gluconate transport via proton symport, reversible (periplasm)",b3415 or b4321 or b4476 or b4265,1 or 1 or 1 or 1 
GLCRt2rpp_reverse,"D-glucarate transport via proton symport, reversible (periplasm)",b3127 or b2789,1 or 1 
GLCURt2rpp_reverse,"D-glucuronate transport via proton symport, reversible (periplasm)",b3909 or b3093,1 or 1 
XTSNtex_reverse,Xanthosine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GLUDy_reverse,Glutamate dehydrogenase (NADP),b1761 or ( b3213 and b3212 ),6 or ( 4 and 4 ) 
UREAtpp_reverse,Urea transport via facilitate diffusion (periplasm),b3927,4
PPPNt2rpp_reverse,"3-phenylpropionate transport via proton symport, reversible (periplasm)",b2536,1
PTRCORNt7pp_reverse,Putrescine/ornithine antiporter (periplasm),b0692,1
HG2tex_reverse,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DADNtex_reverse,Deoxyadenosine transport via diffusion (extracellular to periplasm),b0411,1
DHAtex_reverse,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ETOHtex_reverse,Ethanol transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
HACD3_reverse,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),b3846 or b2341,2 or 1 
ACACtex_reverse,Acetoacetate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ACNAMtex_reverse,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b0929 or b4311 or b2215,3 or 1 or 3 
H2Stex_reverse,H2s transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
E4PD_reverse,Erythrose 4-phosphate dehydrogenase,b2927 or b1779,4 or 4 
DADK_reverse,Deoxyadenylate kinase,b0474,1
4PEPTtex_reverse,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CRNCAR_reverse,Carnitine-CoA racemase,b0036,1
GLYCLTt2rpp_reverse,"Glycolate transport via proton symport, reversible (periplasm)",b3603 or b2975,1 or 1 
HPPPNt2rpp_reverse,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",b0353,1
DHFR_reverse,Dihydrofolate reductase,b1606 or b0048,1 or 1 
TYRTA_reverse,Tyrosine transaminase,b0928 or b4054 or b3770,2 or 2 or 6 
PUNP4_reverse,Purine-nucleoside phosphorylase (Deoxyguanosine),b2407 or b4384,6 or 6 
AMAOTr_reverse,Adenosylmethionine-8-amino-7-oxononanoate transaminase,b0774,2
ARGORNt7pp_reverse,Arginine/ornithine antiporter (periplasm),b1605,1
CU2tex_reverse,Copper (Cu+2) transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
GLCATr_reverse,D-glucose O-acetyltransferase,b0459,3
ALAALAr_reverse,D-alanine-D-alanine ligase (reversible),b0381 or b0092,1 or 2 
CLtex_reverse,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ACACT1r_reverse,Acetyl-CoA C-acetyltransferase,b2342 or b2224 or b3845,1 or 4 or 2 
SUCOAS_reverse,Succinyl-CoA synthetase (ADP-forming),b0729 and b0728,2 and 2 
GALKr_reverse,Galactokinase,b0757,1
YUMPS_reverse,YUMP synthetase,b2165,3
ADSL1r_reverse,Adenylsuccinate lyase,b1131,4
AICART_reverse,Phosphoribosylaminoimidazolecarboxamide formyltransferase,b4006,1
PROtex_reverse,L-proline transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
SBTtex_reverse,D-sorbitol transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
PGM_reverse,Phosphoglycerate mutase,b0755 or b3612,2 or 1 
TPI_reverse,Triose-phosphate isomerase,b3919,2
RPI_reverse,Ribose-5-phosphate isomerase,b2914 or b4090,2 or 2 
PERD_reverse,Erythronate 4-phosphate (4per) dehydrogenase,b2320,2
AKGtex_reverse,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ALLTNtex_reverse,Allantoin transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ASNtex_reverse,L-asparagine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ATHRDHr_reverse,L-allo-threonine dehydrogenase,b1539,4
LSERDHr_reverse,L-serine dehydrogenase,b1539,4
DSERDHr_reverse,D-serine dehydrogenase,b1539,4
TYMtex_reverse,Tyramine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
CMPtex_reverse,CMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DUMPtex_reverse,DUMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
XMPtex_reverse,XMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
3PEPTtex_reverse,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
ANHGMtex_reverse,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UDPKAAT_reverse,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,b2253,1
FALDtex_reverse,Formaldehyde transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MLTP1_reverse,Maltodextrin phosphorylase (maltopentaose),b3417,2
CYSDtex_reverse,D-cysteine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
G3PItex_reverse,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
G3PGtex_reverse,Glycerophoglycerol transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
G3PEtex_reverse,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),b2215 or b0929 or b1377 or b0241,3 or 3 or 1 or 3 
G3PCtex_reverse,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DAMPtex_reverse,DAMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DCMPtex_reverse,DCMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DGMPtex_reverse,DGMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
DTMPtex_reverse,DTMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GMPtex_reverse,GMP transport via diffusion (extracellular to periplasm),b0929 or b2215 or b0241 or b1377,3 or 3 or 3 or 1 
IMPtex_reverse,IMP transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
UMPtex_reverse,UMP transport via diffusion (extracellular to periplasm),b2215 or b0929 or b1377 or b0241,3 or 3 or 1 or 3 
G1Ptex_reverse,D-glucose 1-phosphate transport via diffusion,b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
SKMtex_reverse,Shikimate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
MNtex_reverse,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
GAL1Ptex_reverse,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
O2Stex_reverse,Superoxide anion transport via diffusion (extracellular to periplasm),b0241 or b1377 or b2215 or b0929,3 or 1 or 3 or 3 
HOMtex_reverse,L-homoserine transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
SO2tex_reverse,SO2 transport via diffusion (extracellular to periplasm),b1377 or b0241 or b0929 or b2215,1 or 3 or 3 or 3 
